short_name,greeting,position,date,b1_dummy,b2_dummy,b3_dummy,b4_dummy
hooper,Mr,assistant director,19940204,,,,
reinhart,Mr,section chief,19940204,,,,
rosine,Mr,senior economist,19940204,,,,
low,Ms,secretariat assistant,19940204,,,,
t.davis,Mr,senior vice president,19940204,,,,
dewald,Mr,senior vice president,19940204,,,,
lang,Mr,senior vice president,19940204,,,,
rolnick,Mr,senior vice president,19940204,,,,
rosenblum,Mr,senior vice president,19940204,,,,
scheld,Mr,senior vice president,19940204,,,,
mcnees,Mr,vice president,19940204,,,,
krieger,Ms,assistant vice president,19940204,,,,
greenspan,Mr,chairman,19990330,,,,
mcdonough,Mr,vice chairman,19990330,,,,
boehne,Mr,president,19990330,,,,
ferguson,Mr,governor,19990330,,,,
gramlich,Mr,governor,19990330,,,,
kelley,Mr,governor,19990330,,,,
mcteer,Mr,president,19990330,,,,
meyer,Mr,governor,19990330,,,,
moskow,Mr,president,19990330,,,,
rivlin,Ms,governor,19990330,,,,
stern,Mr,president,19990330,,,,
broaddus,Mr,president,19990330,,,,
guynn,Mr,president,19990330,,,,
jordan,Mr,president,19990330,,,,
parry,Mr,president,19990330,,,,
hoenig,Mr,president,19990330,,,,
minehan,Ms,president,19990330,,,,
poole,Mr,president,19990330,,,,
kohn,Mr,secretary and economist,19990330,,,,
bernard,Mr,deputy secretary,19990330,,,,
fox,Ms,assistant secretary,19990330,,,,
gillum,Mr,assistant secretary,19990330,,,,
mattingly,Mr,general counsel,19990330,,,,
johnson,Ms,economist,19990330,,,,
prell,Mr,economist,19990330,,,,
cecchetti,Mr,associate economist,19990330,,,,
hooper,Mr,associate economist,19990330,,,,
hunter,Mr,associate economist,19990330,,,,
lang,Mr,associate economist,19990330,,,,
lindsey,Mr,associate economist,19990330,,,,
stockton,Mr,associate economist,19990330,,,,
rosenblum,Mr,associate economist,19990330,,,,
slifman,Mr,associate economist,19990330,,,,
fisher,Mr,system open market account manager,19990330,,,,
ettin,Mr,deputy director,19990330,,,,
madigan,Mr,associate director,19990330,,,,
simpson,Mr,associate director,19990330,,,,
reinhart,Mr,deputy associate director,19990330,,,,
low,Ms,open market secretariat assistant,19990330,,,,
pianalto,Ms,first vice president,19990330,,,,
browne,Ms,senior vice president,19990330,,,,
eisenbeis,Mr,senior vice president,19990330,,,,
goodfriend,Mr,senior vice president,19990330,,,,
hakkio,Mr,senior vice president,19990330,,,,
kos,Mr,senior vice president,19990330,,,,
rasche,Mr,senior vice president,19990330,,,,
sniderman,Mr,senior vice president,19990330,,,,
judd,Mr,vice president,19990330,,,,
weber,Mr,vice president,19990330,,,,
yellen,Ms,chair,20171213,,,,
dudley,Mr,vice chairman,20171213,,,,
brainard,Ms,governor,20171213,,,,
evans,Mr,president,20171213,,,,
harker,Mr,president,20171213,,,,
kaplan,Mr,president,20171213,,,,
kashkari,Mr,president,20171213,,,,
powell,Mr,governor,20171213,,,,
quarles,Mr,governor,20171213,,,,
bostinc,Mr,president,20171213,,,,
mester,Ms,president,20171213,,,,
mullinix,Mr,first vice president,20171213,,,,
strine,Mr,first vice president,20171213,,,,
williams,Mr,first vice president,20171213,,,,
bullard,Mr,president,20171213,,,,
george,Ms,president,20171213,,,,
rosegren,Mr,president,20171213,,,,
clouse,Mr,secretary,20171213,,,,
luecke,Mr,secretary,20171213,,,,
skidmore,Mr,deputy secretary,20171213,,,,
smith,Ms,assistant secretary,20171213,,,,
van der weide,Mr,general counsel,20171213,,,,
held,Mr,deputy general counsel,20171213,,,,
kamin,Mr,deputy general counsel,20171213,,,,
laubach,Mr,economist,20171213,,,,
wilcox,Mr,economist,20171213,,,,
connors,Mr,associate economist,20171213,,,,
dotsey,Mr,associate economist,20171213,,,,
engen,Mr,associate economist,20171213,,,,
koenig,Mr,associate economist,20171213,,,,
sullivan,Mr,associate economist,20171213,,,,
wascher,Mr,associate economist,20171213,,,,
wilson,Ms,associate economist,20171213,,,,
potter,Mr,system open market account manager,20171213,,,,
logan,Ms,deputy manager,20171213,,,,
misback,Ms,secretary,20171213,,,,
eichner,Mr,director,20171213,,,,
lehnert,Mr,director,20171213,,,,
burns,Ms,deputy director,20171213,,,,
edge,Ms,deputy director,20171213,,,,
meyer,Mr,deputy director,20171213,,,,
kiley,Mr,deputy director,20171213,,,,
reeve,Mr,senior special adviser to the chair,20171213,,,,
gruber,Mr,special adviser to the board,20171213,,,,
reifschneider,Mr,special adviser to the board,20171213,,,,
roberts,Mr,special adviser to the board,20171213,,,,
robertson,Ms,assistant to the board,20171213,,,,
bombim,Mr,senior adviser,20171213,,,,
nelson,Mr,senior adviser,20171213,,,,
meade,Mr,senior adviser,20171213,,,,
tetlow,Mr,senior adviser,20171213,,,,
ahmed,Mr,associate director,20171213,,,,
kiser,Ms,associate director,20171213,,,,
stevens,Mr,associate director,20171213,,,,
tevlin,Ms,associate director,20171213,,,,
lopez-salido,Mr,associate director,20171213,,,,
morin,Mr,assistant director,20171213,,,,
sherlund,Mr,assistant director,20171213,,,,
engstrom,Mr,adviser,20171213,,,,
beattie,Ms,assistant to the secretary,20171213,,,,
small,Mr,project manager,20171213,,,,
doniger,Ms,senior economist,20171213,,,,
williams,Mr,senior information manager,20171213,,,,
dubbert,Ms,first vice president,20171213,,,,
altig,Mr,executive vice president,20171213,,,,
athreya,Mr,executive vice president,20171213,,,,
daly,Ms,executive vice president,20171213,,,,
hirtle,Ms,executive vice president,20171213,,,,
tootell,Mr,executive vice president,20171213,,,,
waller,Mr,executive vice president,20171213,,,,
clark,Mr,senior vice president,20171213,,,,
giannoni,Mr,senior vice president,20171213,,,,
willis,Mr,vice president,20171213,,,,
malin,Mr,senior research economist,20171213,,,,
bernanke,Mr,chairman,20101214,,,,
dudley,Mr,vice chairman,20101214,,,,
bullard,Mr,president,20101214,,,,
duke,Ms,governor,20101214,,,,
hoenig,Mr,president,20101214,,,,
pianalto,Ms,president,20101214,,,,
raskin,Ms,governor,20101214,,,,
rosengren,Mr,president,20101214,,,,
tarullo,Mr,governor,20101214,,,,
warsh,Mr,governor,20101214,,,,
yellen,Ms,governor,20101214,,,,
cumming,Ms,first vice president,20101214,,,,
evans,Mr,president,20101214,,,,
fisher,Mr,president,20101214,,,,
kocherlakota,Mr,president,20101214,,,,
plosser,Mr,president,20101214,,,,
lacker,Mr,president,20101214,,,,
lockhart,Mr,president,20101214,,,,
moore,Mr,first vice president,20101214,,,,
english,Mr,secretary and economist,20101214,,,,
danker,Ms,deputy secretary,20101214,,,,
luecke,Mr,assistant secretary,20101214,,,,
skidmore,Mr,assistant secretary,20101214,,,,
smtih,Ms,assistant secretary,20101214,,,,
alvarez,Mr,general counsel,20101214,,,,
sheets,Mr,economist,20101214,,,,
stockton,Mr,economist,20101214,,,,
barkema,Mr,associate economist,20101214,,,,
clouse,Mr,associate economist,20101214,,,,
connors,Mr,associate economist,20101214,,,,
fuhrer,Mr,associate economist,20101214,,,,
kamin,Mr,associate economist,20101214,,,,
slifam,nMr,associate economist,20101214,,,,
waller,Mr,associate economist,20101214,,,,
wilcox,Mr,associate economist,20101214,,,,
sack,Mr,system open market account manager,20101214,,,,
parkinson,Mr,director,20101214,,,,
liang,Ms,director,20101214,,,,
nelson,Mr,deputy director,20101214,,,,
robertson,Ms,assistant to the board,20101214,,,,
struckmeyer,Mr,deputy staff director,20101214,,,,
reifschneider,Mr,senior associate director,20101214,,,,
wascher,Mr,senior associate director,20101214,,,,
levin,Mr,senior adviser,20101214,,,,
palumbo,Mr,deputy associate director,20101214,,,,
zickler,Ms,deputy associate director,20101214,,,,
weinbach,Ms,deputy associate director,20101214,,,,
natalucci,Mr,assistant director,20101214,,,,
williams,Mr,records management analyst,20101214,,,,
roskom,Mr,first vice president,20101214,,,,
rosenblum,Mr,executive vice president,20101214,,,,
sullivan,Mr,executive vice president,20101214,,,,
williams,Mr,executive vice president,20101214,,,,
altig,Mr,senior vice president,20101214,,,,
dzina,Mr,senior vice president,20101214,,,,
schweitzer,Mr,senior vice president,20101214,,,,
yi,Mr,senior vice president,20101214,,,,
adrian,Mr,vice president,20101214,,,,
chatterjee,Mr,senior economic adviser,20101214,,,,
wolman,Mr,senior economist,20101214,,,,
greenspan,Mr,chairman,20010131,,,,
mcdonough,Mr,vice chairman,20010131,,,,
bies,Ms,governor,20010131,,,,
ferguson,Mr,governor,20010131,,,,
gramlich,Mr,governor,20010131,,,,
jordan,Mr,president,20010131,,,,
mcteer,Mr,president,20010131,,,,
olson,Mr,governor,20010131,,,,
santomero,Mr,president,20010131,,,,
stern,Mr,president,20010131,,,,
broaddus,Mr,president,20010131,,,,
guynn,Mr,president,20010131,,,,
moskow,Mr,president,20010131,,,,
parry,Mr,president,20010131,,,,
hoenig,Mr,president,20010131,,,,
minehan,Ms,president,20010131,,,,
poole,Mr,president,20010131,,,,
kohn,Mr,secretary and economist,20010131,,,,
bernard,Mr,deputy secretary,20010131,,,,
gillum,Mr,assistant secretary,20010131,,,,
mattingly,Mr,general counsel,20010131,,,,
baxter,Mr,deputy general counsel,20010131,,,,
johnson,Ms,economist,20010131,,,,
stockton,Mr,economist,20010131,,,,
cumming,Ms,associate economist,20010131,,,,
fuhrer,Ms,associate economist,20010131,,,,
hakkio,Mr,associate economist,20010131,,,,
howard,Mr,associate economist,20010131,,,,
lindsey,Mr,associate economist,20010131,,,,
rasche,Ms,associate economist,20010131,,,,
reinhart,Mr,associate economist,20010131,,,,
slifman,Mr,associate economist,20010131,,,,
fisher,Mr,manager,20010131,,,,
winn,Mr,assistant to the board,20010131,,,,
johnson,Ms,secretary,20010131,,,,
simpson,Mr,senior adviser,20010131,,,,
madigan,Mr,associate director,20010131,,,,
oliner,Mr,assistant director,20010131,,,,
struckmeyer,Mr,assistant director,20010131,,,,
whitesell,Mr,assistant director,20010131,,,,
simpson,Mr,assistant director,20010131,,,,
morton,Mr,senior economist,20010131,,,,
rosine,Mr,senior economist,20010131,,,,
sack,Mr,senior economist,20010131,,,,
reifschneider,Mr,section chief,20010131,,,,
garrett,Ms,economist,20010131,,,,
low,Ms,open market secretariat assistant,20010131,,,,
lang,Mr,executive vice president,20010131,,,,
beebe,Mr,senior vice president,20010131,,,,
eisenbeis,Mr,senior vice president,20010131,,,,
goodfriend,Mr,senior vice president,20010131,,,,
kos,Mr,senior vice president,20010131,,,,
krieger,Ms,senior vice president,20010131,,,,
rosenblum,Mr,senior vice president,20010131,,,,
sniderman,Mr,senior vice president,20010131,,,,
weber,Mr,vice president,20010131,,,,
greenspan,Mr,chairman,19970819,,,,
mcdonough,Mr,vice chairman,19970819,,,,
broaddus,Mr,president,19970819,,,,
guynn,Mr,president,19970819,,,,
kelley,Mr,governor,19970819,,,,
meyer,Mr,governor,19970819,,,,
moskow,Mr,president,19970819,,,,
parry,Mr,president,19970819,,,,
phillips,Ms,governor,19970819,,,,
rivlin,Ms,governor,19970819,,,,
hoenig,Mr,president,19970819,,,,
jordan,Mr,president,19970819,,,,
melzer,Mr,president,19970819,,,,
minehan,Ms,president,19970819,,,,
boehne,Mr,president,19970819,,,,
mcteer,Mr,president,19970819,,,,
stern,Mr,president,19970819,,,,
kohn,Mr,secretary and economist,19970819,,,,
bernard,Mr,deputy secretary,19970819,,,,
coyne,Mr,assistant secretary,19970819,,,,
gillum,Mr,assistant secretary,19970819,,,,
mattingly,Mr,general counsel,19970819,,,,
prell,Mr,economist,19970819,,,,
truman,Mr,economist,19970819,,,,
beebe,Mr,associate economist,19970819,,,,
cecchetti,Mr,associate economist,19970819,,,,
goodfriend,Mr,associate economist,19970819,,,,
eisenbeis,Mr,associate economist,19970819,,,,
lindsey,Mr,associate economist,19970819,,,,
promisel,Mr,associate economist,19970819,,,,
slifman,Mr,associate economist,19970819,,,,
siegman,Mr,associate economist,19970819,,,,
stockton,Mr,associate economist,19970819,,,,
fisher,Mr,system open market account manager,19970819,,,,
ettin,Mr,deputy director,19970819,,,,
madigan,Mr,associate director,19970819,,,,
simpson,Mr,associate director,19970819,,,,
low,Ms,open market secretariat assistant,19970819,,,,
strand,Ms,first vice president,19970819,,,,
lang,Mr,senior vice president,19970819,,,,
rolnick,Mr,senior vice president,19970819,,,,
rosenblum,Mr,senior vice president,19970819,,,,
snidermam,Mr,senior vice president,19970819,,,,
gavin,Mr,vice president,19970819,,,,
kahn,Mr,vice president,19970819,,,,
perelmuter,Ms,vice president,19970819,,,,
little,Ms,assistant vice president,19970819,,,,
sullivan,Mr,assistant vice president,19970819,,,,
greenspan,Mr,chairman,19961217,,,,
mcdonough,Mr,vice chairman,19961217,,,,
boehne,Mr,president,19961217,,,,
jordan,Mr,president,19961217,,,,
kelley,Mr,governor,19961217,,,,
lindsey,Mr,governor,19961217,,,,
mcteer,Mr,president,19961217,,,,
meyer,Mr,governor,19961217,,,,
phillips,Ms,governor,19961217,,,,
rivlin,Ms,governor,19961217,,,,
stern,Mr,president,19961217,,,,
yellen,Ms,governor,19961217,,,,
broaddus,Mr,president,19961217,,,,
guynn,Mr,president,19961217,,,,
moskow,Mr,president,19961217,,,,
parry,Mr,president,19961217,,,,
hoenig,Mr,president,19961217,,,,
melzer,Mr,president,19961217,,,,
minehan,Ms,president,19961217,,,,
kohn,Mr,secretary and economist,19961217,,,,
bernard,Mr,deputy secretary,19961217,,,,
coyne,Mr,assistant secretary,19961217,,,,
gillum,Mr,assistant secretary,19961217,,,,
mattingly,Mr,general counsel,19961217,,,,
baxter,Mr,deputy general counsel,19961217,,,,
prell,Mr,economist,19961217,,,,
truman,Mr,economist,19961217,,,,
lang,Mr,associate economist,19961217,,,,
lindsey,Mr,associate economist,19961217,,,,
mishkin,Mr,associate economist,19961217,,,,
promisel,Mr,associate economist,19961217,,,,
rolnick,Mr,associate economist,19961217,,,,
rosenblum,Mr,associate economist,19961217,,,,
siegman,Mr,associate economist,19961217,,,,
simpson,Mr,associate economist,19961217,,,,
sniderman,Mr,associate economist,19961217,,,,
stockton,Mr,associate economist,19961217,,,,
fisher,Mr,system open market account manager,19961217,,,,
ettin,Mr,deputy director,19961217,,,,
slifman,Mr,associate director,19961217,,,,
reinhart,Mr,assistant director,19961217,,,,
low,Ms,open market secretariat assistant,19961217,,,,
barron,Mr,first vice president,19961217,,,,
beebe,Mr,senior vice president,19961217,,,,
davis,Mr,senior vice president,19961217,,,,
eisenbeis,Mr,senior vice president,19961217,,,,
goodfriend,Mr,senior vice president,19961217,,,,
gavin,Mr,vice president,19961217,,,,
kos,Mr,vice president,19961217,,,,
rosengren,Mr,vice president,19961217,,,,
evans,Mr,assistant vice president,19961217,,,,
bernanke,Mr,chairman,20100921,,,,
dudley,Mr,vice chairman,20100921,,,,
bullard,Mr,president,20100921,,,,
duke,Ms,governor,20100921,,,,
hoenig,Mr,president,20100921,,,,
pianalto,Ms,president,20100921,,,,
rosengren,Mr,president,20100921,,,,
tarullo,Mr,governor,20100921,,,,
warsh,Mr,governor,20100921,,,,
cumming,Ms,first vice president,20100921,,,,
evans,Mr,president,20100921,,,,
fisher,Mr,president,20100921,,,,
kocherlakota,Mr,president,20100921,,,,
plosser,Mr,president,20100921,,,,
lacker,Mr,president,20100921,,,,
lockhart,Mr,president,20100921,,,,
yellen,Ms,president,20100921,,,,
english,Mr,secretary and economist,20100921,,,,
danker,Ms,deputy secretary,20100921,,,,
luecke,Mr,assistant secretary,20100921,,,,
skidmore,Mr,assistant secretary,20100921,,,,
smith,Ms,assistant secretary,20100921,,,,
alvarez,Mr,general counsel,20100921,,,,
baxter,Mr,deputy general counsel,20100921,,,,
sheets,Mr,economist,20100921,,,,
stockton,Mr,economist,20100921,,,,
barkema,Mr,associate economist,20100921,,,,
clouse,Mr,associate economist,20100921,,,,
connors,Mr,associate economist,20100921,,,,
fuhrer,Mr,associate economist,20100921,,,,
kamin,Mr,associate economist,20100921,,,,
slifman,Mr,associate economist,20100921,,,,
sniderman,Mr,associate economist,20100921,,,,
waller,Mr,associate economist,20100921,,,,
wilcox,Mr,associate economist,20100921,,,,
sack,Mr,system open market account manager,20100921,,,,
johnson,Ms,secretary of the board,20100921,,,,
struckmeyer,Mr,deputy staff director,20100921,,,,
hunter,Ms,deputy director,20100921,,,,
nelson,Mr,deputy director,20100921,,,,
robertson,Ms,assistant to the board,20100921,,,,
reifschneider,Mr,senior associate director,20100921,,,,
wascher,Mr,senior associate director,20100921,,,,
engen,Mr,deputy associate director,20100921,,,,
palumbo,Mr,deputy associate director,20100921,,,,
gross,Mr,special assistant to the board,20100921,,,,
small,Mr,project manager,20100921,,,,
roush,Ms,senior economist,20100921,,,,
beattie,Ms,assistant to the secretary,20100921,,,,
williams,Mr,records management analyst,20100921,,,,
werkema,Mr,first vice president,20100921,,,,
rosenblum,Mr,executive vice president,20100921,,,,
sullivan,Mr,executive vice president,20100921,,,,
altig,Mr,senior vice president,20100921,,,,
weinberg,Mr,senior vice president,20100921,,,,
yi,Mr,senior vice president,20100921,,,,
burke,Mr,vice president,20100921,,,,
fernald,Mr,vice president,20100921,,,,
nason,Mr,vice president,20100921,,,,
eggertsson,Mr,research officer,20100921,,,,
greenspan,Mr,chairman,19991221,,,,
mcdonough,Mr,vice chairman,19991221,,,,
boehne,Mr,president,19991221,,,,
ferguson,Mr,governor,19991221,,,,
gramlich,Mr,governor,19991221,,,,
kelley,Mr,governor,19991221,,,,
mcteer,Mr,president,19991221,,,,
meyer,Mr,governor,19991221,,,,
moskow,Mr,president,19991221,,,,
stern,Mr,president,19991221,,,,
broaddus,Mr,president,19991221,,,,
guynn,Mr,president,19991221,,,,
jordan,Mr,president,19991221,,,,
parry,Mr,president,19991221,,,,
hoenig,Mr,president,19991221,,,,
minehan,Ms,president,19991221,,,,
poole,Mr,president,19991221,,,,
kohn,Mr,secretary and economist,19991221,,,,
bernard,Mr,deputy general counsel,19991221,,,,
fox,Ms,assistant secretary,19991221,,,,
gillum,Mr,assistant secretary,19991221,,,,
mattingly,Mr,general counsel,19991221,,,,
prell,Mr,economist,19991221,,,,
johnson,Ms,economist,19991221,,,,
baxter,Mr,deputy general counsel,19991221,,,,
cumming,Ms,associate economist,19991221,,,,
howard,Mr,associate economist,19991221,,,,
hunter,Mr,associate economist,19991221,,,,
lang,Mr,associate economist,19991221,,,,
rosenblum,Mr,associate economist,19991221,,,,
slifman,Mr,associate economist,19991221,,,,
stockton,Mr,associate economist,19991221,,,,
fisher,Mr,system open market account manager,19991221,,,,
winn,Mr,assistant to the board,19991221,,,,
ettin,Mr,deputy director,19991221,,,,
reinhart,Mr,deputy director,19991221,,,,
madigan,Mr,associate director,19991221,,,,
simpson,Mr,associate director,19991221,,,,
roseman,Ms,director,19991221,,,,
dennis,Mr,assistant director,19991221,,,,
whitesell,Mr,assistant director,19991221,,,,
low,Ms,open market secretariat assistant,19991221,,,,
moore,Mr,first vice president,19991221,,,,
beebe,Mr,senior vice president,19991221,,,,
eisenbeis,Mr,senior vice president,19991221,,,,
goodfriend,Mr,senior vice president,19991221,,,,
hakkio,Mr,senior vice president,19991221,,,,
rasche,Mr,senior vice president,19991221,,,,
sniderman,Mr,senior vice president,19991221,,,,
perelmuter,Ms,vice president,19991221,,,,
rosengren,Mr,vice president,19991221,,,,
weber,Mr,vice president,19991221,,,,
greenspan,Mr,chairman,20001003,,,,
mcdonough,Mr,vice chairman,20001003,,,,
broaddus,Mr,chairman,20001003,,,,
ferguson,Mr,vice chairman,20001003,,,,
gramlich,Mr,president,20001003,,,,
guynn,Mr,president,20001003,,,,
jordan,Mr,governor,20001003,,,,
kelley,Mr,president,20001003,,,,
meyer,Mr,president,20001003,,,,
parry,Mr,governor,20001003,,,,
hoenig,Mr,governor,20001003,,,,
minehan,Ms,president,20001003,,,,
moskow,Mr,president,20001003,,,,
poole,Mr,president,20001003,,,,
mcteer,Mr,president,20001003,,,,
santomero,Mr,president,20001003,,,,
stern,Mr,president,20001003,,,,
kohn,Mr,secretary and economist,20001003,,,,
gillum,Mr,assistant secretary,20001003,,,,
fox,Ms,assistant secretary,20001003,,,,
mattingly,Mr,general counsel,20001003,,,,
baxter,Mr,deputy general counsel,20001003,,,,
johnson,Ms,economist,20001003,,,,
stockton,Mr,economist,20001003,,,,
beebe,Mr,associate economist,20001003,,,,
cumming,Ms,associate economist,20001003,,,,
howard,Mr,associate economist,20001003,,,,
lindsey,Mr,associate economist,20001003,,,,
reinhart,Mr,associate economist,20001003,,,,
simpson,Mr,associate economist,20001003,,,,
sniderman,Mr,associate economist,20001003,,,,
fisher,Mr,system open market account manager,20001003,,,,
madigan,Mr,associate director,20001003,,,,
slifman,Mr,associate director,20001003,,,,
winn,Mr,assistant to the board,20001003,,,,
ettin,Mr,deputy director,20001003,,,,
oliner,Mr,associate director,20001003,,,,
struckmeyer,Mr,associate director,20001003,,,,
porter,Mr,deputy associate director,20001003,,,,
whitesell,Mr,assistant director,20001003,,,,
ramm,Mr,section chief,20001003,,,,
reeve,Mr,economist,20001003,,,,
sack,Mr,economist,20001003,,,,
low,Ms,open market secretariat assistant,20001003,,,,
kumasaka,Mr,assistant economist,20001003,,,,
hakkio,Mr,senior vice president,20001003,,,,
kos,Mr,senior vice president,20001003,,,,
lacker,Mr,senior vice president,20001003,,,,
mester,Ms,senior vice president,20001003,,,,
rasche,Mr,senior vice president,20001003,,,,
rolnick,Mr,senior vice president,20001003,,,,
rosenblum,Mr,senior vice president,20001003,,,,
evans,Mr,vice president,20001003,,,,
rosengren,Mr,vice president,20001003,,,,
tallman,Mr,senior economist,20001003,,,,
greenspan,Mr,chairman,19940322,,,,
mcdonough,Mr,vice chairman,19940322,,,,
broaddus,Mr,president,19940322,,,,
forrestal,Mr,president,19940322,,,,
jordan,Mr,president,19940322,,,,
kelley,Mr,governor,19940322,,,,
laware,Mr,governor,19940322,,,,
lindsey,Mr,governor,19940322,,,,
parry,Mr,president,19940322,,,,
phillips,Ms,governor,19940322,,,,
hoenig,Mr,president,19940322,,,,
keehn,Mr,president,19940322,,,,
melzer,Mr,president,19940322,,,,
oltman,Mr,first vice president,19940322,,,,
boehne,Mr,president,19940322,,,,
mcteer,Mr,president,19940322,,,,
stern,Mr,president,19940322,,,,
minehan,Ms,first vice president,19940322,,,,
kohn,Mr,secretary and economist,19940322,,,,
bernard,Mr,deputy secretary,19940322,,,,
coyne,Mr,assistant secretary,19940322,,,,
gillum,Mr,assistant secretary,19940322,,,,
mattingly,Mr,general counsel,19940322,,,,
prell,Mr,economist,19940322,,,,
truman,Mr,economist,19940322,,,,
beebe,Mr,associate economist,19940322,,,,
j. davis,Mr,associate economist,19940322,,,,
goodfriend,Mr,associate economist,19940322,,,,
promisel,Mr,associate economist,19940322,,,,
siegman,Mr,associate economist,19940322,,,,
simpson,Mr,associate economist,19940322,,,,
stockton,Mr,associate economist,19940322,,,,
tschinkel,Ms,associate economist,19940322,,,,
lovett,Ms,manager,19940322,,,,
fisher,Mr,manager,19940322,,,,
ettin,Mr,deputy director,19940322,,,,
slifman,Mr,associate director,19940322,,,,
madigan,Mr,associate director,19940322,,,,
low,Ms,secretariat assistant,19940322,,,,
bennett,Mr,senior vice president,19940322,,,,
browne,Ms,senior vice president,19940322,,,,
t.davis,Mr,senior vice president,19940322,,,,
dewald,Mr,senior vice president,19940322,,,,
lang,Mr,senior vice president,19940322,,,,
rolnick,Mr,senior vice president,19940322,,,,
scheld,Mr,senior vice president,19940322,,,,
cox,Mr,vice president,19940322,,,,
hilton,Mr,open market operations manager,19940322,,,,
bernanke,Mr,chairman,20080130,,,,
geithner,Mr,vice chairman,20080130,,,,
fisher,Mr,president,20080130,,,,
kohn,Mr,governor,20080130,,,,
kroszner,Mr,governor,20080130,,,,
mishkin,Mr,governor,20080130,,,,
pianalto,Ms,president,20080130,,,,
plosser,Mr,president,20080130,,,,
stern,Mr,president,20080130,,,,
warsh,Mr,governor,20080130,,,,
evans,Mr,president,20080130,,,,
lacker,Mr,president,20080130,,,,
lockart,Mr,president,20080130,,,,
yellen,Ms,president,20080130,,,,
hoenig,Mr,president,20080130,,,,
poole,Mr,president,20080130,,,,
rosengren,Mr,president,20080130,,,,
madigan,Mr,secretary and economist,20080130,,,,
danker,Ms,deputy secretary,20080130,,,,
smith,Ms,assistant secretary,20080130,,,,
skidmore,Mr,assistant secretary,20080130,,,,
alvarez,Mr,general counsel,20080130,,,,
baxter,Mr,deputy general counsel,20080130,,,,
sheets,Mr,economist,20080130,,,,
stockton,Mr,economist,20080130,,,,
connors,Mr,associate economist,20080130,,,,
english,Mr,associate economist,20080130,,,,
kamin,Mr,associate economist,20080130,,,,
mester,Ms,associate economist,20080130,,,,
rosenblum,Mr,associate economist,20080130,,,,
slifman,Mr,associate economist,20080130,,,,
sniderman,Mr,associate economist,20080130,,,,
tracy,Mr,associate economist,20080130,,,,
wilcox,Mr,associate economist,20080130,,,,
dudley,Mr,manager,20080130,,,,
parkinson,Mr,deputy director,20080130,,,,
struckmeyer,Mr,deputy staff director,20080130,,,,
clouse,Mr,senior associate director,20080130,,,,
liang,Ms,associate director,20080130,,,,
reifschneider,Mr,associate director,20080130,,,,
wascher,Mr,associate director,20080130,,,,
barger,Ms,associate director,20080130,,,,
greenlee,Mr,associate director,20080130,,,,
gibson,Mr,deputy associate director,20080130,,,,
dale,Mr,senior adviser,20080130,,,,
oliner,Mr,senior adviser,20080130,,,,
durham,Mr,assistant director,20080130,,,,
perli,Mr,assistant director,20080130,,,,
blanchard,Mr,assistant to the board,20080130,,,,
small,Mr,project manager,20080130,,,,
bassett,Mr,senior economist,20080130,,,,
doyle,Mr,senior economist,20080130,,,,
kusko,Ms,senior economist,20080130,,,,
luecke,Mr,senior financial analyst,20080130,,,,
driscoll,Mr,economist,20080130,,,,
low,Ms,open market secretariat specialist,20080130,,,,
greenlee,Ms,first vice president,20080130,,,,
fuhrer,Mr,executive vice president,20080130,,,,
judd,Mr,executive vice president,20080130,,,,
altig,Mr,senior vice president,20080130,,,,
angulo,Mr,senior vice president,20080130,,,,
hirtle,Ms,senior vice president,20080130,,,,
mosser,Ms,senior vice president,20080130,,,,
peters,Mr,senior vice president,20080130,,,,
rasche,Mr,senior vice president,20080130,,,,
hakkio,Mr,senior adviser,20080130,,,,
krane,Mr,vice president,20080130,,,,
weber,Mr,senior research officer,20080130,,,,
bernanke,Mr,chairman,20101103,,,,
dudley,Mr,vice chairman,20101103,,,,
bullard,Mr,president,20101103,,,,
duke,Ms,governor,20101103,,,,
hoenig,Mr,president,20101103,,,,
pianalto,Ms,president,20101103,,,,
raskin,Ms,governor,20101103,,,,
rosengren,Mr,president,20101103,,,,
tarullo,Mr,governor,20101103,,,,
warsh,Mr,governor,20101103,,,,
yellen,Ms,governor,20101103,,,,
cumming,Ms,first vice president,20101103,,,,
evans,Mr,president,20101103,,,,
fisher,Mr,president,20101103,,,,
kocherlakota,Mr,president,20101103,,,,
plosser,Mr,president,20101103,,,,
lacker,Mr,president,20101103,,,,
lockhart,Mr,president,20101103,,,,
moore,Mr,first vice president,20101103,,,,
english,Mr,secretary and economist,20101103,,,,
danker,Ms,deputy secretary,20101103,,,,
luecke,Mr,assistant secretary,20101103,,,,
skidmore,Mr,assistant secretary,20101103,,,,
smtih,Ms,assistant secretary,20101103,,,,
alvarez,Mr,general counsel,20101103,,,,
baxter,Mr,deputy general counsel,20101103,,,,
sheets,Mr,economist,20101103,,,,
stockton,Mr,economist,20101103,,,,
clouse,Mr,associate economist,20101103,,,,
connors,Mr,associate economist,20101103,,,,
fuhrer,Mr,associate economist,20101103,,,,
kamin,Mr,associate economist,20101103,,,,
potter,Mr,associate economist,20101103,,,,
slifman,Mr,associate economist,20101103,,,,
waller,Mr,associate economist,20101103,,,,
wilcox,Mr,associate economist,20101103,,,,
sack,Mr,system open market account manager,20101103,,,,
parkinson,Mr,director,20101103,,,,
liang,Ms,director,20101103,,,,
